isin;name;field;reason;detail;euronext_link;amf_geco_search
FR0010086371;IMALLIANCE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0010086371-XMLI;https://geco.amf-france.org
FR001400QW73;IMEON ENERGY;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR001400QW73-XMLI;https://geco.amf-france.org
FR0006859039;IMM.PARIS.PERLE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0006859039-XMLI;https://geco.amf-france.org
IT0005518953;IMPIANTI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005518953-EXGM;https://geco.amf-france.org
FR0000065773;IMPRIMERIE CHIRAT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000065773-XMLI;https://geco.amf-france.org
ES0105590006;IMPULSE FITNESS SOLUTIONS S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/ES0105590006-XMLI;https://geco.amf-france.org
IT0005416281;INDUSTRIE CHIMICHE FORESTALI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005416281-EXGM;https://geco.amf-france.org
FR0011158823;INFOCLIP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0011158823-XMLI;https://geco.amf-france.org
IT0005037905;INIZIATIVE BRESCIANE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005037905-EXGM;https://geco.amf-france.org
ES0105908000;INMOLECULE NANOTECH;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/ES0105908000-XMLI;https://geco.amf-france.org
IT0005412298;INNOVATEC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005412298-EXGM;https://geco.amf-france.org
IT0005391161;INNOVATIVE RFK SPA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005391161-XMLI;https://geco.amf-france.org
FR0014003FN0;INTEGRITAS VIAGER S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014003FN0-XMLI;https://geco.amf-france.org
IT0005469371;INTERNATIONAL CARE COMPANY;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005469371-EXGM;https://geco.amf-france.org
IT0005337818;INTRED;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005337818-EXGM;https://geco.amf-france.org
IT0005474108;ISCC FINTECH;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005474108-EXGM;https://geco.amf-france.org
IT0005075764;ITALIAN WINE BRANDS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005075764-EXGM;https://geco.amf-france.org
IT0005336521;ITALY INNOVAZIONI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005336521-XMLI;https://geco.amf-france.org
IT0005554784;IVISION TECH;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005554784-EXGM;https://geco.amf-france.org
IT0005678104;KALEON;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005678104-EXGM;https://geco.amf-france.org
FR0014005WE9;L'AGENCE AUTOMOBILIERE S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014005WE9-XMLI;https://geco.amf-france.org
IT0005497885;LABORATORIO FARMACEUTICO ERFO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005497885-EXGM;https://geco.amf-france.org
FR0014018Y10;LE SLIP Français;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014018Y10-ALXP;https://geco.amf-france.org
IT0005573438;LEMON SISTEMI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005573438-EXGM;https://geco.amf-france.org
IT0004973696;LEONE FILM GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0004973696-EXGM;https://geco.amf-france.org
IT0005469272;LINDBERGH;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005469272-EXGM;https://geco.amf-france.org
IT0005600801;LITIX;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005600801-EXGM;https://geco.amf-france.org
FR0004155208;LOCASYSTEM INTL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0004155208-XMLI;https://geco.amf-france.org
FR0006205019;LOMBARD ET MEDOT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0006205019-XMLI;https://geco.amf-france.org
IT0005337073;LONGINO&CARDENAL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005337073-EXGM;https://geco.amf-france.org
FR0014013HG9;LUCIBEL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014013HG9-ALXP;https://geco.amf-france.org
IT0004522162;LUCISANO MEDIA GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0004522162-EXGM;https://geco.amf-france.org
FR001400NQB6;MACOMPTA.FR;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR001400NQB6-ALXP;https://geco.amf-france.org
FR0010827741;MAGILLEM DESIGN SERVICES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0010827741-XMLI;https://geco.amf-france.org
IT0005525347;MAGIS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005525347-EXGM;https://geco.amf-france.org
FR0011092089;MAISON CLIO BLUE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0011092089-XMLI;https://geco.amf-france.org
IT0005364333;MAPS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005364333-EXGM;https://geco.amf-france.org
IT0005588626;MARE ENGINEERING GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005588626-EXGM;https://geco.amf-france.org
IT0005670960;MARKBASS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005670960-EXGM;https://geco.amf-france.org
IT0004376858;MARZOCCHI POMPE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0004376858-EXGM;https://geco.amf-france.org
IT0004125677;MASI AGRICOLA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0004125677-EXGM;https://geco.amf-france.org
IT0005388449;MATICA FINTEC;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005388449-EXGM;https://geco.amf-france.org
BE0974404361;MAZARO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0974404361-MLXB;https://geco.amf-france.org
IT0005324105;MEDIA LAB;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005324105-XMLI;https://geco.amf-france.org
IT0005450173;MEGLIOQUESTO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005450173-EXGM;https://geco.amf-france.org
BE0974328602;METRICS IN BALANCE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0974328602-XMLI;https://geco.amf-france.org
IT0005651481;METRIKS AI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005651481-EXGM;https://geco.amf-france.org
IT0005586950;MEVIM;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005586950-EXGM;https://geco.amf-france.org
FR0010500363;MIGUET ET ASSOCIES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0010500363-XMLI;https://geco.amf-france.org
IT0005603078;MISITANO & STRACUZZI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005603078-EXGM;https://geco.amf-france.org
IT0005427510;MIT SIM;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005427510-EXGM;https://geco.amf-france.org
FR0014011ND8;MONDO TV France;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014011ND8-EXGM;https://geco.amf-france.org
IT0005338139;MONNALISA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005338139-EXGM;https://geco.amf-france.org
BE0974503352;MONNI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0974503352-ALXB;https://geco.amf-france.org
PTMNN0AE0006;MONUMENTAL RESIDENCE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/PTMNN0AE0006-ENXL;https://geco.amf-france.org
NL0015268814;MPC ENERGY SOLUTIONS N.V.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NL0015268814-MERK;https://geco.amf-france.org
ES0105697009;MUTTER VENTURES, S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/ES0105697009-XMLI;https://geco.amf-france.org
IT0005497018;NEOSPERIENCE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005497018-EXGM;https://geco.amf-france.org
FR0014018EV4;NEOVACS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014018EV4-ALXP;https://geco.amf-france.org
BE0003680916;NEUFCOUR-FIN.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0003680916-MLXB;https://geco.amf-france.org
BE0003832491;NEWTREE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0003832491-MLXB;https://geco.amf-france.org
IT0005594418;NEXT GEOSOLUTIONS EUROPE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005594418-EXGM;https://geco.amf-france.org
ES0105719001;NORTEM BIOGROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/ES0105719001-XMLI;https://geco.amf-france.org
IT0005025355;NOTORIOUS PICTURES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005025355-EXGM;https://geco.amf-france.org
IT0005605701;NOVAMARINE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005605701-EXGM;https://geco.amf-france.org
FR0000185464;NOVATECH IND.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000185464-XMLI;https://geco.amf-france.org
IT0005453110;NUSCO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005453110-EXGM;https://geco.amf-france.org
FR0013310281;OCTOPUS BIOSAFETY;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0013310281-XMLI;https://geco.amf-france.org
FR0014010DV3;ODIOT HOLDING;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014010DV3-XMLI;https://geco.amf-france.org
IT0005374035;OFFICINA STELLARE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005374035-EXGM;https://geco.amf-france.org
IT0005453748;OMER;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005453748-EXGM;https://geco.amf-france.org
FR0004174712;ONLINEFORMAPRO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0004174712-XMLI;https://geco.amf-france.org
IT0005713646;OPT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005713646-EXGM;https://geco.amf-france.org
IT0005424830;OSAI AUTOMATION SYSTEM;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005424830-EXGM;https://geco.amf-france.org
IT0005663361;OTOFARMA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005663361-EXGM;https://geco.amf-france.org
FR0000077992;PACTE NOVATION;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000077992-XMLI;https://geco.amf-france.org
NL0012650535;PARX MATERIALS NV;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NL0012650535-XMLI;https://geco.amf-france.org
IT0005546319;PASQUARELLI AUTO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005546319-EXGM;https://geco.amf-france.org
FR0000038465;PASSAT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000038465-ALXP;https://geco.amf-france.org
IT0005378143;PATTERN;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005378143-EXGM;https://geco.amf-france.org
FR0000185480;PHONE WEB;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000185480-XMLI;https://geco.amf-france.org
BE0948608451;PHOTONIKE CAPITAL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0948608451-XMLI;https://geco.amf-france.org
FR0000030769;PLACOPLATRE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000030769-XMLI;https://geco.amf-france.org
IT0005430951;PLANETEL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005430951-EXGM;https://geco.amf-france.org
FR0013252186;PLAST.VAL LOIRE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0013252186-ALXP;https://geco.amf-france.org
IT0004587470;POLIGRAFICI PRINTING;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0004587470-EXGM;https://geco.amf-france.org
IT0005545238;PORTO AVIATION GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005545238-EXGM;https://geco.amf-france.org
IT0005337495;PORTOBELLO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005337495-EXGM;https://geco.amf-france.org
IT0005353815;POWERSOFT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005353815-EXGM;https://geco.amf-france.org
IT0005499949;POZZI MILANO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005499949-EXGM;https://geco.amf-france.org
FR001400WXE7;PREATONI GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR001400WXE7-ALXP;https://geco.amf-france.org
IT0005611071;PREDICT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005611071-EXGM;https://geco.amf-france.org
FR0014011SJ4;PRELUDE S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014011SJ4-XMLI;https://geco.amf-france.org
IT0005442154;PREMIA FINANCE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005442154-EXGM;https://geco.amf-france.org
IT0005425365;PROMOTICA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005425365-EXGM;https://geco.amf-france.org
FR0000061376;PROPRIETE IMMEUBLES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0000061376-XMLI;https://geco.amf-france.org
NL0015002E73;PRYME N.V.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NL0015002E73-MERK;https://geco.amf-france.org
FR0013371507;PYRATZ CORP.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0013371507-XMLI;https://geco.amf-france.org
DE000A2G8ZX8;PYRUM INNOVATIONS AG;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/DE000A2G8ZX8-MERK;https://geco.amf-france.org
IT0005676140;Piu' Medical;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005676140-EXGM;https://geco.amf-france.org
IT0005379737;RADICI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005379737-EXGM;https://geco.amf-france.org
PTRIZ0AM0009;RAIZE-INSTITUICAO DE PAGAMENTOS S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/PTRIZ0AM0009-ENXL;https://geco.amf-france.org
BE0003841583;REALCO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0003841583-MLXB;https://geco.amf-france.org
IT0005496101;REDELFI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005496101-EXGM;https://geco.amf-france.org
IT0005549354;REDFISH LONGTERM CAPITAL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005549354-EXGM;https://geco.amf-france.org
NL0015001BF4;REFUELS N.V.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NL0015001BF4-MERK;https://geco.amf-france.org
BE0003829463;REIBEL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/BE0003829463-MLXB;https://geco.amf-france.org
IT0005500571;RENOVALO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005500571-EXGM;https://geco.amf-france.org
IT0005543613;RES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005543613-EXGM;https://geco.amf-france.org
IT0005418204;RETI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005418204-EXGM;https://geco.amf-france.org
IT0005528069;REWAY GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005528069-EXGM;https://geco.amf-france.org
ES0105724001;RIBA MUNDO TECNOLOGIA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/ES0105724001-EXGM;https://geco.amf-france.org
IT0005663429;RINO PETINO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005663429-EXGM;https://geco.amf-france.org
FR00140164Q1;RISING STONE S.A;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR00140164Q1-ALXP;https://geco.amf-france.org
IT0005481830;ROCKET SHARING COMPANY;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005481830-EXGM;https://geco.amf-france.org
IT0001017851;ROSETTI MARINO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0001017851-EXGM;https://geco.amf-france.org
FR001400EA65;ROTH MIONS S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR001400EA65-XMLI;https://geco.amf-france.org
IT0005680373;RT&L;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005680373-EXGM;https://geco.amf-france.org
IT0005521551;SACCHERIA F.LLI FRANCESCHETTI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005521551-EXGM;https://geco.amf-france.org
FR0013155975;SAVONNERIE NYONS;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0013155975-XMLI;https://geco.amf-france.org
IT0005568461;SBE-VARVIT;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005568461-EXGM;https://geco.amf-france.org
FR0010972091;SCEMI;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0010972091-XMLI;https://geco.amf-france.org
ES0105592002;SCIENTIA SCHOOL S.A.;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/ES0105592002-XMLI;https://geco.amf-france.org
IT0005340051;SCIUKER FRAMES;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005340051-EXGM;https://geco.amf-france.org
NL0010623518;SEQUA PETROLEUM NV;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/NL0010623518-XMLI;https://geco.amf-france.org
FR0011950682;SERGEFERRARI GROUP;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0011950682-ALXP;https://geco.amf-france.org
IT0005337172;SG COMPANY;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005337172-EXGM;https://geco.amf-france.org
IT0005504128;SIAV;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005504128-EXGM;https://geco.amf-france.org
IT0005556581;SICILY BY CAR;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005556581-EXGM;https://geco.amf-france.org
IT0005573123;SIMONE;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005573123-EXGM;https://geco.amf-france.org
FR0014017FP5;SIRIUS MEDIA;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0014017FP5-ALXP;https://geco.amf-france.org
FR0011131788;SMALTO;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/FR0011131788-XMLI;https://geco.amf-france.org
IT0005621070;SMART CAPITAL;broker_pea_confirmed;GAP_CRITIQUE_PEA;Confirmation officielle requise, jamais déduite;https://live.euronext.com/en/product/equities/IT0005621070-EXGM;https://geco.amf-france.org
